creator_email,project_name,tag,start_date,end_date,curr_capacity,goal_capacity,city,state,description
Phasellus.dolor@diam.edu,Disaster Relief Walk,LGBT,2018-09-29 04:00:00,2018-09-29 08:00:00,0,8,Boston,MA,
eu.neque.pellentesque@dis.edu,Health Drive,International,2019-08-30 04:00:00,2019-08-30 17:00:00,0,21,Lowell,MA,
aliquam.iaculis@at.com,Technology Foundation,Health,2019-01-14 14:00:00,2019-01-15 12:00:00,0,10,Pocatello,ID,
dolor.nonummy@aneque.ca,Homeless Foundation,Human Rights,2018-08-10 22:00:00,2018-08-11 05:00:00,0,20,Stamford,CT,
orci.lacus.vestibulum@Phasellus.org,Homeless Guest Speaker,Youth,2019-07-08 07:00:00,2019-07-08 15:00:00,0,23,Worcester,MA,
hendrerit.a.arcu@ultriciesornare.co.uk,International Charity Auction,Education,2020-04-03 13:00:00,2020-04-04 06:00:00,0,5,Baton Rouge,LA,
magna.tellus@dolor.edu,Sports Social Media Fundraising,Technology,2019-12-30 03:00:00,2019-12-31 03:00:00,0,8,Atlanta,GA,
Sed@lobortisnisinibh.co.uk,Human Rights Charity Auction,Hunger,2020-01-11 00:00:00,2020-01-11 20:00:00,0,4,Bozeman,MT,
feugiat.Lorem.ipsum@quamquisdiam.net,Seniors Walk,Women,2019-04-01 04:00:00,2019-04-01 08:00:00,0,18,St. Petersburg,FL,
ante.ipsum.primis@magnaPhasellus.edu,Politics Walk,Hunger,2018-01-31 07:00:00,2018-01-31 16:00:00,0,23,Miami,FL,
Ut@Cras.org,Disaster Relief Guest Speaker,Hunger,2018-09-13 12:00:00,2018-09-14 10:00:00,0,23,Savannah,GA,
magnis.dis.parturient@vulputate.ca,Technology Foundation,Health,2019-01-16 16:00:00,2019-01-17 08:00:00,0,14,Jonesboro,AR,
arcu.Sed@convallisligulaDonec.co.uk,Human Rights Guest Speaker,Education,2019-09-28 07:00:00,2019-09-29 03:00:00,0,13,North Las Vegas,NV,
arcu.eu@laoreetposuereenim.edu,Sports Foundation,Human Rights,2018-11-16 22:00:00,2018-11-17 21:00:00,0,2,Chandler,AZ,
vehicula.et@ut.edu,Faith-based Drive,Health,2018-10-19 17:00:00,2018-10-20 13:00:00,0,14,Boston,MA,
egestas.blandit.Nam@sodalesnisimagna.com,Sports Charity,Politics,2019-11-27 08:00:00,2019-11-27 10:00:00,0,6,Anchorage,AK,
lorem.ipsum@ametrisus.org,Education Foundation,LGBT,2019-02-20 18:00:00,2019-02-21 00:00:00,0,15,Georgia,GA,
pharetra.nibh@sitametconsectetuer.ca,International Social Media Fundraising,International,2018-01-14 02:00:00,2018-01-14 19:00:00,0,18,Cambridge,MA,
erat.nonummy.ultricies@non.co.uk,Education Foundation,Environment,2020-01-01 23:00:00,2020-01-02 08:00:00,0,16,Boston,MA,
eget@posuere.co.uk,Youth Charity,Faith-based,2018-11-02 21:00:00,2018-11-03 15:00:00,0,7,Dover,DE,
fringilla.Donec.feugiat@pedeacurna.org,Hunger Drive,Hunger,2018-04-22 11:00:00,2018-04-22 21:00:00,0,14,Metairie,LA,
luctus.Curabitur@estmauris.co.uk,Hunger Charity Auction,Hunger,2018-05-17 11:00:00,2018-05-18 02:00:00,0,9,Indianapolis,IN,
ac.tellus@Sedcongue.net,Faith-based Guest Speaker,Disaster Relief,2018-03-13 15:00:00,2018-03-14 06:00:00,0,17,Cincinnati,OH,
a.facilisis@ipsumportaelit.ca,Homeless Social Media Fundraising,Youth,2019-04-25 03:00:00,2019-04-26 03:00:00,0,11,Augusta,ME,
dapibus@gravidasagittis.ca,Education Charity,Women,2018-01-07 20:00:00,2018-01-07 22:00:00,0,24,Pittsburgh,PA,
Mauris.magna@Maecenasornare.net,Politics Social Media Fundraising,Human Rights,2019-07-04 17:00:00,2019-07-05 15:00:00,0,7,Dover,DE,
fames.ac.turpis@mauris.ca,Animals Social Media Fundraising,Technology,2019-07-03 01:00:00,2019-07-03 09:00:00,0,11,Tucson,AZ,
ante.bibendum.ullamcorper@etmagnis.edu,Arts and Crafts Charity,Politics,2018-05-16 22:00:00,2018-05-17 16:00:00,0,2,Toledo,OH,
mollis.nec@dictumplacerat.co.uk,Education Drive,Health,2019-11-02 12:00:00,2019-11-03 01:00:00,0,9,Jefferson City,MO,
elit.pellentesque.a@temporaugueac.com,Arts and Crafts Charity Auction,Hunger,2018-07-26 01:00:00,2018-07-26 07:00:00,0,17,Sandy,UT,
erat@variusultricesmauris.net,Disaster Relief Charity Auction,LGBT,2019-07-31 01:00:00,2019-07-31 03:00:00,0,23,Fort Worth,TX,
odio@pharetraNam.com,Seniors Charity Auction,Homeless,2018-07-02 05:00:00,2018-07-02 17:00:00,0,3,Montgomery,AL,
Proin.nisl.sem@molestiesodales.co.uk,Sports Walk,Hunger,2019-06-20 17:00:00,2019-06-21 08:00:00,0,6,North Las Vegas,NV,
lacus.Quisque@tristiquesenectuset.edu,Youth Charity Auction,Education,2019-03-13 04:00:00,2019-03-14 00:00:00,0,5,Hattiesburg,MS,
eu@habitantmorbi.ca,LGBT Foundation,Animals,2019-09-27 04:00:00,2019-09-27 23:00:00,0,20,Boise,ID,
pede.Nunc.sed@Maecenas.edu,LGBT Foundation,LGBT,2020-02-29 23:00:00,2020-03-01 04:00:00,0,17,Springfield,IL,
a@ligulaNullam.edu,Human Rights Charity,Youth,2018-08-30 02:00:00,2018-08-30 04:00:00,0,3,Olathe,KS,
cursus.diam.at@Etiam.com,Seniors Foundation,Animals,2018-12-05 03:00:00,2018-12-05 15:00:00,0,23,Boise,ID,
Proin.nisl@necdiam.edu,International Charity,Human Rights,2020-01-21 03:00:00,2020-01-21 04:00:00,0,15,Mobile,AL,
et.rutrum.eu@fermentummetus.co.uk,International Walk,Education,2019-06-11 17:00:00,2019-06-12 05:00:00,0,5,Montgomery,AL,
varius@Crasconvallisconvallis.ca,Human Rights Social Media Fundraising,Homeless,2019-03-15 18:00:00,2019-03-16 08:00:00,0,17,Wilmington,DE,
mauris@adipiscingelitCurabitur.net,Health Drive,Youth,2018-03-07 20:00:00,2018-03-08 18:00:00,0,17,South Portland,ME,
eget.venenatis.a@tellus.co.uk,Sports Social Media Fundraising,International,2018-07-06 10:00:00,2018-07-07 01:00:00,0,20,Missoula,MT,
quis.pede.Suspendisse@nonarcuVivamus.com,Politics Social Media Fundraising,Seniors,2019-10-29 05:00:00,2019-10-29 07:00:00,0,25,Bear,DE,
interdum.Nunc@nonlaciniaat.co.uk,Human Rights Social Media Fundraising,Politics,2018-12-18 23:00:00,2018-12-19 18:00:00,0,6,Grand Island,NE,
vulputate.posuere.vulputate@ante.com,Hunger Charity,Environment,2018-08-10 12:00:00,2018-08-11 11:00:00,0,8,San Antonio,TX,
Sed.dictum.Proin@doloregestas.net,Environment Walk,Youth,2018-04-26 06:00:00,2018-04-26 13:00:00,0,2,Bangor,ME,
vehicula.Pellentesque.tincidunt@penatibuset.net,Environment Charity,Faith-based,2018-01-03 02:00:00,2018-01-03 08:00:00,0,24,Broken Arrow,OK,
congue.elit.sed@lacinia.co.uk,Women Charity Auction,Human Rights,2019-03-23 19:00:00,2019-03-24 08:00:00,0,24,Lawton,OK,
massa@magnaCrasconvallis.co.uk,Politics Walk,LGBT,2018-06-30 10:00:00,2018-06-30 15:00:00,0,4,Springfield,MA,
sed.pede@Phasellus.com,Human Rights Social Media Fundraising,Youth,2018-01-15 17:00:00,2018-01-16 13:00:00,0,11,Montgomery,AL,
Fusce@velnislQuisque.co.uk,LGBT Charity,Faith-based,2019-10-29 09:00:00,2019-10-29 13:00:00,0,9,Carson City,NV,
dictum@purusinmolestie.edu,Technology Charity Auction,Faith-based,2019-01-28 14:00:00,2019-01-29 11:00:00,0,5,Mobile,AL,
in@sit.edu,Youth Drive,Health,2018-07-19 17:00:00,2018-07-20 01:00:00,0,13,Athens,GA,
adipiscing@adipiscingelit.edu,Youth Foundation,Hunger,2019-02-25 12:00:00,2019-02-25 18:00:00,0,7,Columbia,MD,
magna.Suspendisse@felisegetvarius.ca,Arts and Crafts Social Media Fundraising,Education,2019-02-25 07:00:00,2019-02-25 08:00:00,0,19,Lewiston,ME,
et@purus.com,Animals Social Media Fundraising,Technology,2018-03-13 05:00:00,2018-03-13 18:00:00,0,15,St. Petersburg,FL,
urna@erosNamconsequat.com,Seniors Walk,Hunger,2018-12-20 02:00:00,2018-12-21 02:00:00,0,16,Virginia Beach,VA,
nec@id.org,Human Rights Foundation,Politics,2019-01-24 02:00:00,2019-01-24 17:00:00,0,3,South Bend,IN,
nibh.vulputate.mauris@tellusAenean.com,Health Charity Auction,Education,2019-09-25 22:00:00,2019-09-26 01:00:00,0,20,Gary,IN,
faucibus@et.ca,Health Guest Speaker,Seniors,2019-05-25 10:00:00,2019-05-25 13:00:00,0,25,Lakewood,CO,
amet.faucibus@nibhDonecest.net,Youth Drive,Animals,2019-08-31 11:00:00,2019-09-01 01:00:00,0,5,San Diego,CA,
lobortis@justofaucibuslectus.org,LGBT Drive,Seniors,2018-05-31 19:00:00,2018-06-01 09:00:00,0,9,South Portland,ME,
felis@justosit.ca,LGBT Drive,Technology,2019-10-14 00:00:00,2019-10-14 07:00:00,0,24,Cambridge,MA,
odio@adipiscingelit.org,Faith-based Charity,Education,2019-02-14 00:00:00,2019-02-14 05:00:00,0,25,Jonesboro,AR,
aliquam@loremutaliquam.co.uk,Environment Guest Speaker,LGBT,2018-05-02 22:00:00,2018-05-03 16:00:00,0,19,Lewiston,ME,
condimentum@Integer.edu,Faith-based Social Media Fundraising,Youth,2019-03-29 04:00:00,2019-03-29 09:00:00,0,2,Sacramento,CA,
Phasellus.libero@pede.com,Seniors Charity,LGBT,2019-12-09 06:00:00,2019-12-10 04:00:00,0,3,Austin,TX,
massa@elit.net,Disaster Relief Charity,LGBT,2018-08-06 21:00:00,2018-08-06 22:00:00,0,6,Shreveport,LA,
dapibus.id.blandit@lacusUt.co.uk,Hunger Charity,LGBT,2020-03-17 08:00:00,2020-03-18 00:00:00,0,8,Spokane,WA,
Aenean.gravida@Pellentesquehabitant.net,Hunger Walk,Education,2018-03-28 00:00:00,2018-03-28 10:00:00,0,11,Atlanta,GA,
a@diamPellentesque.edu,Seniors Guest Speaker,Youth,2018-10-03 18:00:00,2018-10-04 12:00:00,0,16,Fort Worth,TX,
Cum.sociis.natoque@risus.ca,Women Drive,Disaster Relief,2019-10-07 12:00:00,2019-10-07 16:00:00,0,23,Cedar Rapids,IA,
et.malesuada.fames@lobortisultrices.ca,Technology Charity,Environment,2019-01-27 04:00:00,2019-01-27 20:00:00,0,10,Evansville,IN,
Cum.sociis.natoque@habitant.net,LGBT Charity Auction,LGBT,2018-07-04 05:00:00,2018-07-04 12:00:00,0,19,Cincinnati,OH,
Suspendisse@Nunccommodoauctor.net,Health Charity Auction,Health,2018-12-17 02:00:00,2018-12-17 09:00:00,0,8,Lexington,KY,
lorem.semper.auctor@Donecvitaeerat.net,Youth Social Media Fundraising,Education,2019-11-04 19:00:00,2019-11-05 13:00:00,0,17,Gulfport,MS,
ut.cursus@urna.net,Politics Charity Auction,Animals,2019-06-05 00:00:00,2019-06-05 06:00:00,0,9,Sterling Heights,MI,
ante.Maecenas@dictum.com,LGBT Social Media Fundraising,Technology,2018-07-25 19:00:00,2018-07-26 19:00:00,0,17,Kaneohe,HI,
ac.facilisis.facilisis@magnaPraesent.com,Politics Charity,Arts and Crafts,2018-04-24 14:00:00,2018-04-24 22:00:00,0,14,Annapolis,MD,
vitae.nibh.Donec@scelerisquenequesed.co.uk,Arts and Crafts Walk,Politics,2018-09-01 16:00:00,2018-09-01 22:00:00,0,2,Oklahoma City,OK,
odio@malesuadaIntegerid.ca,LGBT Charity Auction,Education,2019-04-27 07:00:00,2019-04-27 22:00:00,0,2,Gulfport,MS,
sed.dolor.Fusce@Nunc.net,Seniors Charity Auction,Animals,2019-06-29 02:00:00,2019-06-29 14:00:00,0,8,Cedar Rapids,IA,
massa.Quisque@Donecelementumlorem.net,Homeless Social Media Fundraising,Animals,2018-06-09 08:00:00,2018-06-09 16:00:00,0,23,Cambridge,MA,
est@liberolacusvarius.ca,International Walk,International,2019-01-03 13:00:00,2019-01-04 06:00:00,0,11,Biloxi,MS,
sapien.cursus@ipsumleoelementum.co.uk,Technology Drive,Health,2019-04-07 18:00:00,2019-04-08 15:00:00,0,2,Norfolk,VA,
dictum@purusinmolestie.edu,Health Drive,Sports,2018-12-25 22:00:00,2018-12-26 19:00:00,0,24,New Orleans,LA,
tellus@laciniaat.co.uk,Health Foundation,Human Rights,2019-05-23 18:00:00,2019-05-24 03:00:00,0,2,Topeka,KS,
rhoncus@Cras.org,Homeless Walk,Education,2018-03-11 09:00:00,2018-03-11 12:00:00,0,4,Naperville,IL,
Aliquam.nisl@risusNuncac.edu,Education Foundation,Seniors,2019-12-29 00:00:00,2019-12-29 21:00:00,0,6,Indianapolis,IN,
Integer.tincidunt@Fuscefermentum.net,Environment Drive,International,2019-06-01 15:00:00,2019-06-02 09:00:00,0,23,Sioux City,IA,
nisi.Aenean.eget@velit.edu,Education Social Media Fundraising,Homeless,2018-06-15 20:00:00,2018-06-16 16:00:00,0,16,Newark,DE,
dapibus.rutrum.justo@dolor.net,Environment Drive,Politics,2018-02-15 15:00:00,2018-02-15 16:00:00,0,22,Fayetteville,AR,
Donec@Quisque.org,Youth Social Media Fundraising,Arts and Crafts,2018-03-13 20:00:00,2018-03-14 13:00:00,0,14,Rochester,MN,
nisi.sem.semper@temporerat.edu,International Drive,Seniors,2018-03-15 12:00:00,2018-03-15 16:00:00,0,20,Jefferson City,MO,
molestie.tortor@Mauris.edu,Youth Charity Auction,Technology,2019-09-07 16:00:00,2019-09-07 17:00:00,0,15,Baltimore,MD,
id.risus.quis@arcu.com,Health Social Media Fundraising,Youth,2018-12-07 05:00:00,2018-12-07 20:00:00,0,13,Georgia,GA,
eu@blanditcongueIn.com,Homeless Social Media Fundraising,Youth,2019-07-26 20:00:00,2019-07-27 17:00:00,0,10,Great Falls,MT,
vulputate.eu.odio@luctusfelis.ca,Environment Charity Auction,International,2019-02-04 09:00:00,2019-02-04 16:00:00,0,25,Birmingham,AL,
non.luctus.sit@lectusjustoeu.org,Faith-based Charity Auction,Environment,2019-10-17 02:00:00,2019-10-17 21:00:00,0,25,Covington,KY,
tortor.Nunc@sapienAenean.com,Health Charity Auction,Arts and Crafts,2018-11-17 13:00:00,2018-11-18 09:00:00,0,14,Huntsville,AL,
metus@dictummagna.net,Sports Charity,Disaster Relief,2020-02-21 21:00:00,2020-02-22 06:00:00,0,25,Seattle,WA,
malesuada@montes.co.uk,Hunger Drive,Politics,2018-01-31 07:00:00,2018-01-31 23:00:00,0,3,Saint Louis,MO,
eu@Nullamfeugiat.org,Human Rights Charity Auction,LGBT,2019-02-27 21:00:00,2019-02-28 13:00:00,0,16,Stamford,CT,
sem.consequat@interdumenimnon.edu,Environment Foundation,Education,2019-11-16 18:00:00,2019-11-17 15:00:00,0,20,Erie,PA,
nisi@odiosemper.net,LGBT Social Media Fundraising,Women,2018-09-26 18:00:00,2018-09-27 02:00:00,0,22,South Portland,ME,
lectus.justo.eu@hendreritDonecporttitor.co.uk,Faith-based Guest Speaker,Seniors,2019-10-11 15:00:00,2019-10-11 18:00:00,0,18,Gaithersburg,MD,
quam@Crasdolor.edu,Technology Charity,Youth,2019-04-11 17:00:00,2019-04-12 07:00:00,0,3,Lansing,MI,
luctus.felis.purus@facilisismagna.org,Hunger Foundation,Disaster Relief,2018-03-12 11:00:00,2018-03-12 13:00:00,0,15,Juneau,AK,
ligula.elit.pretium@sedsemegestas.net,Human Rights Charity,Arts and Crafts,2019-01-12 20:00:00,2019-01-12 21:00:00,0,24,Nampa,ID,
sociis@imperdiet.org,Faith-based Charity,Disaster Relief,2018-01-29 16:00:00,2018-01-29 21:00:00,0,14,Reading,PA,
Cum.sociis.natoque@eunullaat.edu,LGBT Charity Auction,Animals,2018-07-05 02:00:00,2018-07-05 16:00:00,0,19,Nashville,TN,
sed@atvelit.ca,Environment Drive,Human Rights,2018-04-30 18:00:00,2018-05-01 13:00:00,0,15,Chandler,AZ,
pede.blandit.congue@Morbi.ca,Sports Charity,Faith-based,2018-03-11 05:00:00,2018-03-11 09:00:00,0,8,Columbia,MO,
arcu.eu@Vivamusmolestie.edu,Education Social Media Fundraising,Homeless,2020-02-15 06:00:00,2020-02-16 03:00:00,0,25,Metairie,LA,
dui@aliquetlobortisnisi.co.uk,Hunger Charity Auction,Faith-based,2019-06-03 17:00:00,2019-06-04 04:00:00,0,16,Flint,MI,
erat.in@DuisgravidaPraesent.org,Sports Drive,Politics,2018-07-12 19:00:00,2018-07-13 14:00:00,0,20,Dallas,TX,
sem@cursusdiamat.org,Seniors Guest Speaker,Environment,2018-10-26 05:00:00,2018-10-26 08:00:00,0,14,Gulfport,MS,
ullamcorper@dignissim.edu,Human Rights Drive,Health,2018-08-27 09:00:00,2018-08-27 13:00:00,0,7,Kansas City,KS,
in.felis.Nulla@acfacilisis.co.uk,Seniors Guest Speaker,International,2018-08-24 21:00:00,2018-08-25 04:00:00,0,22,Boston,MA,
mi.lorem@ligulaAenean.org,Health Social Media Fundraising,Homeless,2019-04-08 06:00:00,2019-04-08 07:00:00,0,2,Fairbanks,AK,
pede@mollis.org,Disaster Relief Walk,International,2019-09-19 00:00:00,2019-09-20 00:00:00,0,23,Columbia,MO,
nisi.Mauris.nulla@Utsemper.org,Technology Charity,Technology,2019-04-07 06:00:00,2019-04-08 05:00:00,0,19,Waterbury,CT,
senectus.et@vitaealiquameros.co.uk,Technology Social Media Fundraising,Politics,2019-02-25 20:00:00,2019-02-26 10:00:00,0,3,Provo,UT,
Proin.dolor@Aeneaneuismod.net,Arts and Crafts Walk,Human Rights,2019-10-12 13:00:00,2019-10-13 00:00:00,0,15,Rutland,VT,
amet.nulla@in.org,Seniors Guest Speaker,Technology,2018-05-11 18:00:00,2018-05-12 00:00:00,0,13,Racine,WI,
vestibulum.Mauris@lacus.com,Disaster Relief Foundation,Human Rights,2019-12-29 10:00:00,2019-12-29 16:00:00,0,18,Overland Park,KS,
faucibus@tincidunt.org,Youth Charity Auction,Politics,2020-04-10 17:00:00,2020-04-11 17:00:00,0,17,Bozeman,MT,
id.libero.Donec@dolor.co.uk,Health Drive,LGBT,2019-10-31 18:00:00,2019-11-01 16:00:00,0,4,Columbus,GA,
Vivamus@velturpis.org,Health Drive,Sports,2018-06-27 10:00:00,2018-06-27 17:00:00,0,16,Racine,WI,
nisi.nibh@ligula.edu,Animals Charity,Arts and Crafts,2018-02-23 07:00:00,2018-02-23 15:00:00,0,2,San Antonio,TX,
ultricies@Duisac.co.uk,Women Charity,Health,2019-04-23 10:00:00,2019-04-23 22:00:00,0,11,Iowa City,IA,
tincidunt@vel.org,Hunger Charity,Animals,2019-08-21 07:00:00,2019-08-22 05:00:00,0,3,Phoenix,AZ,
vulputate@habitantmorbitristique.edu,Education Drive,Technology,2019-05-13 02:00:00,2019-05-13 18:00:00,0,20,Little Rock,AR,
eleifend.nunc@etmagnis.com,Health Charity,Animals,2018-07-06 20:00:00,2018-07-07 07:00:00,0,20,Norman,OK,
Duis@Aliquamrutrumlorem.com,Faith-based Social Media Fundraising,Environment,2018-05-05 21:00:00,2018-05-06 06:00:00,0,6,Eugene,OR,
vulputate.posuere.vulputate@ante.com,LGBT Social Media Fundraising,Homeless,2018-08-15 17:00:00,2018-08-16 14:00:00,0,11,Fort Collins,CO,
Donec.sollicitudin@laoreetposuere.edu,Seniors Foundation,Human Rights,2019-04-25 08:00:00,2019-04-25 20:00:00,0,3,Aurora,IL,
pellentesque.massa.lobortis@Vestibulum.com,Faith-based Charity,Politics,2020-03-10 00:00:00,2020-03-10 13:00:00,0,18,Houston,TX,
in@erosNam.com,Homeless Walk,Faith-based,2020-02-05 09:00:00,2020-02-06 08:00:00,0,2,Juneau,AK,
Donec.elementum@purus.co.uk,International Social Media Fundraising,Politics,2018-10-05 23:00:00,2018-10-06 20:00:00,0,23,Dover,DE,
eget.nisi@orci.net,Environment Drive,Disaster Relief,2018-04-22 11:00:00,2018-04-23 06:00:00,0,8,Cambridge,MA,
orci.luctus.et@posuerecubilia.co.uk,Human Rights Charity,Health,2018-10-03 09:00:00,2018-10-04 04:00:00,0,11,Fort Smith,AR,
odio.auctor@aliquetmolestietellus.ca,Human Rights Foundation,Politics,2019-01-04 14:00:00,2019-01-04 18:00:00,0,22,Iowa City,IA,
orci@eutellus.co.uk,Animals Charity,Education,2019-03-15 10:00:00,2019-03-15 11:00:00,0,20,Oklahoma City,OK,
Ut@lobortisauguescelerisque.ca,Arts and Crafts Foundation,Politics,2018-08-31 02:00:00,2018-08-31 05:00:00,0,9,Nampa,ID,
pede.Praesent.eu@facilisis.net,Hunger Guest Speaker,LGBT,2018-09-23 00:00:00,2018-09-23 11:00:00,0,23,Springdale,AR,
non.lorem.vitae@fames.co.uk,Technology Charity Auction,Disaster Relief,2019-04-07 13:00:00,2019-04-08 10:00:00,0,6,Newark,DE,
lectus.pede@pede.co.uk,Politics Walk,Disaster Relief,2019-07-06 13:00:00,2019-07-07 13:00:00,0,10,Glendale,AZ,
primis.in@aodio.edu,Animals Walk,Faith-based,2020-02-08 13:00:00,2020-02-08 14:00:00,0,15,Cedar Rapids,IA,
gravida@vestibulumMaurismagna.edu,Politics Foundation,Human Rights,2018-04-08 01:00:00,2018-04-09 01:00:00,0,2,Cambridge,MA,
Nunc@afelis.ca,Education Social Media Fundraising,Arts and Crafts,2018-01-09 12:00:00,2018-01-09 16:00:00,0,2,Atlanta,GA,
sed@malesuadafames.net,Animals Drive,Environment,2018-10-06 18:00:00,2018-10-07 13:00:00,0,9,Portland,ME,
eu.odio.tristique@lacuspede.org,Human Rights Charity Auction,Arts and Crafts,2019-01-26 14:00:00,2019-01-26 23:00:00,0,11,Rochester,MN,
tellus@laciniaat.co.uk,Women Guest Speaker,Education,2018-07-15 23:00:00,2018-07-16 17:00:00,0,5,Huntsville,AL,
aliquam@Nullam.net,Environment Foundation,Politics,2019-08-09 18:00:00,2019-08-09 20:00:00,0,14,Lewiston,ME,
euismod.urna@tellus.co.uk,LGBT Charity Auction,Health,2019-09-26 02:00:00,2019-09-26 22:00:00,0,11,Little Rock,AR,
ac@Duisdignissim.co.uk,Environment Charity Auction,Women,2018-12-20 00:00:00,2018-12-20 20:00:00,0,23,Pike Creek,DE,
eget.nisi.dictum@dictumauguemalesuada.com,Youth Drive,Politics,2019-09-15 01:00:00,2019-09-15 22:00:00,0,4,Atlanta,GA,
pretium@Vivamuseuismod.co.uk,Disaster Relief Charity Auction,Arts and Crafts,2019-10-15 01:00:00,2019-10-15 04:00:00,0,24,Colchester,VT,
interdum.Curabitur.dictum@Vivamusnibh.edu,Disaster Relief Charity,Education,2018-08-03 07:00:00,2018-08-03 13:00:00,0,8,Gresham,OR,
mi@nislarcu.net,LGBT Charity Auction,Animals,2018-08-28 20:00:00,2018-08-29 20:00:00,0,19,Nashville,TN,
mollis.nec.cursus@mollisDuissit.org,Arts and Crafts Drive,Hunger,2019-03-03 23:00:00,2019-03-04 04:00:00,0,14,College,AK,
sodales@tincidunt.edu,Environment Drive,Health,2019-12-28 07:00:00,2019-12-29 01:00:00,0,5,Richmond,VA,
pharetra.sed@acmattissemper.net,Technology Drive,Youth,2019-04-23 13:00:00,2019-04-23 19:00:00,0,12,Houston,TX,
ut@vel.org,Disaster Relief Social Media Fundraising,Faith-based,2018-09-16 23:00:00,2018-09-17 14:00:00,0,14,Rock Springs,WY,
conubia.nostra.per@erosnon.co.uk,Animals Foundation,Arts and Crafts,2018-04-03 20:00:00,2018-04-04 03:00:00,0,8,Kailua,HI,
Aenean.eget.magna@Integer.ca,LGBT Charity Auction,Faith-based,2018-03-31 07:00:00,2018-04-01 06:00:00,0,17,Laramie,WY,
sit.amet.consectetuer@vel.org,Politics Charity,Politics,2020-02-09 22:00:00,2020-02-09 23:00:00,0,7,Baton Rouge,LA,
rhoncus.Nullam@convallisconvallisdolor.co.uk,Faith-based Walk,Faith-based,2018-07-23 08:00:00,2018-07-24 08:00:00,0,8,Gresham,OR,
viverra@nulla.org,Environment Charity Auction,International,2019-05-24 03:00:00,2019-05-24 11:00:00,0,18,Baton Rouge,LA,
velit@Donecdignissimmagna.org,Animals Charity Auction,Hunger,2019-01-25 16:00:00,2019-01-25 20:00:00,0,23,Chattanooga,TN,
Aliquam.vulputate.ullamcorper@tinciduntnuncac.co.uk,Human Rights Social Media Fundraising,Faith-based,2019-10-30 12:00:00,2019-10-30 21:00:00,0,25,Tucson,AZ,
ante.lectus.convallis@magnaet.com,Human Rights Foundation,LGBT,2018-05-29 23:00:00,2018-05-30 14:00:00,0,18,Aurora,CO,
Nam@elitafeugiat.co.uk,Technology Guest Speaker,Arts and Crafts,2018-05-20 06:00:00,2018-05-20 16:00:00,0,15,Minneapolis,MN,
aliquet@lacusQuisqueimperdiet.com,Animals Charity Auction,Health,2018-09-15 05:00:00,2018-09-16 05:00:00,0,17,Annapolis,MD,
bibendum.ullamcorper.Duis@dignissim.net,Women Charity,Youth,2020-04-10 12:00:00,2020-04-10 14:00:00,0,19,Portland,OR,
turpis.nec.mauris@dolorNullasemper.ca,Health Social Media Fundraising,Animals,2019-01-22 08:00:00,2019-01-23 07:00:00,0,23,West Valley City,UT,
feugiat@Maecenasornare.org,LGBT Guest Speaker,Arts and Crafts,2019-04-09 04:00:00,2019-04-09 11:00:00,0,3,Pike Creek,DE,
mauris.id@consectetuercursus.com,Technology Walk,Homeless,2018-03-01 12:00:00,2018-03-02 05:00:00,0,18,Denver,CO,
enim@felispurus.co.uk,Education Social Media Fundraising,Politics,2019-01-08 18:00:00,2019-01-08 19:00:00,0,11,Davenport,IA,
sed@duiquis.com,Youth Charity Auction,Youth,2019-04-24 16:00:00,2019-04-24 18:00:00,0,12,Tucson,AZ,
nec@tristique.co.uk,Sports Charity Auction,Health,2019-02-27 20:00:00,2019-02-28 11:00:00,0,22,Milwaukee,WI,
