pid,creator_email,project_name,tag,project_date,day_of_week,start_time,end_time,curr_capacity,goal_capacity,city,state,description
1492,odio.auctor@aliquetmolestietellus.ca,Human Rights Foundation,Politics,1/4/2018,saturday,7,9,0,22,Saint Paul,HI,
1493,orci@eutellus.co.uk,Animals Charity,Education,3/15/2018,monday,12,15,0,20,Cambridge,OH,
1494,Ut@lobortisauguescelerisque.ca,Arts and Crafts Foundation,Politics,8/31/2017,tuesday,10,12,0,9,Topeka,FL,
1495,pede.Praesent.eu@facilisis.net,Hunger Guest Speaker,LGBT,9/23/2017,friday,13,15,0,23,Glendale,KS,
1496,non.lorem.vitae@fames.co.uk,Technology Charity Auction,Disaster Relief,4/7/2018,wednesday,10,11,0,6,Fort Worth,OR,
1497,lectus.pede@pede.co.uk,Politics Walk,Disaster Relief,7/6/2018,friday,17,20,0,10,Olympia,NV,
1498,primis.in@aodio.edu,Animals Walk,Faith-based,2/8/2019,thursday,10,13,0,15,Fort Wayne,ME,
1499,gravida@vestibulumMaurismagna.edu,Politics Foundation,Human Rights,4/8/2017,tuesday,12,13,0,2,Anchorage,AL,
1500,Nunc@afelis.ca,Education Social Media Fundraising,Arts and Crafts,1/9/2017,saturday,8,10,0,2,Owensboro,OR,
1501,sed@malesuadafames.net,Animals Drive,Environment,10/6/2017,monday,13,16,0,9,Philadelphia,TX,
1502,eu.odio.tristique@lacuspede.org,Human Rights Charity Auction,Arts and Crafts,1/26/2018,monday,7,9,0,11,Akron,AK,
1503,tellus@laciniaat.co.uk,Women Guest Speaker,Education,7/15/2017,friday,10,12,0,5,Meridian,NV,
1504,aliquam@Nullam.net,Environment Foundation,Politics,8/9/2018,friday,12,14,0,14,Bowling Green,IN,
1505,euismod.urna@tellus.co.uk,LGBT Charity Auction,Health,9/26/2018,sunday,13,14,0,11,Jackson,MI,
1506,ac@Duisdignissim.co.uk,Environment Charity Auction,Women,12/19/2017,friday,10,11,0,23,Olympia,ME,
1507,eget.nisi.dictum@dictumauguemalesuada.com,Youth Drive,Politics,9/15/2018,monday,15,18,0,4,Springfield,TX,
1508,pretium@Vivamuseuismod.co.uk,Disaster Relief Charity Auction,Arts and Crafts,10/15/2018,friday,11,14,0,24,Las Vegas,VA,
1509,interdum.Curabitur.dictum@Vivamusnibh.edu,Disaster Relief Charity,Education,8/3/2017,tuesday,17,19,0,8,Tacoma,WY,
1510,mi@nislarcu.net,LGBT Charity Auction,Animals,8/28/2017,sunday,16,19,0,19,Bloomington,WY,
1511,mollis.nec.cursus@mollisDuissit.org,Arts and Crafts Drive,Hunger,3/3/2018,monday,17,20,0,14,Dallas,VT,
1512,sodales@tincidunt.edu,Environment Drive,Health,12/28/2018,saturday,17,19,0,5,Bloomington,TN,
1513,pharetra.sed@acmattissemper.net,Technology Drive,Youth,4/23/2018,monday,8,9,0,12,Lexington,AZ,
1514,ut@vel.org,Disaster Relief Social Media Fundraising,Faith-based,9/16/2017,monday,15,16,0,14,Anchorage,VA,
1515,conubia.nostra.per@erosnon.co.uk,Animals Foundation,Arts and Crafts,4/3/2017,thursday,14,17,0,8,Saint Paul,ME,
1516,Aenean.eget.magna@Integer.ca,LGBT Charity Auction,Faith-based,3/31/2017,monday,16,19,0,17,Pocatello,IA,
1517,sit.amet.consectetuer@vel.org,Politics Charity,Politics,2/9/2019,tuesday,8,10,0,7,Pocatello,CO,
1518,rhoncus.Nullam@convallisconvallisdolor.co.uk,Faith-based Walk,Faith-based,7/23/2017,thursday,14,15,0,8,Jonesboro,OR,
1519,viverra@nulla.org,Environment Charity Auction,International,5/24/2018,friday,9,11,0,18,Evansville,NE,
1520,velit@Donecdignissimmagna.org,Animals Charity Auction,Hunger,1/25/2018,wednesday,7,10,0,23,Shreveport,OR,
1521,Aliquam.vulputate.ullamcorper@tinciduntnuncac.co.uk,Human Rights Social Media Fundraising,Faith-based,10/30/2018,thursday,12,13,0,25,South Burlington,UT,
1522,ante.lectus.convallis@magnaet.com,Human Rights Foundation,LGBT,5/29/2017,tuesday,12,14,0,18,Fort Smith,MS,
1523,Nam@elitafeugiat.co.uk,Technology Guest Speaker,Arts and Crafts,5/20/2017,sunday,12,14,0,15,Rockville,NV,
1524,aliquet@lacusQuisqueimperdiet.com,Animals Charity Auction,Health,9/15/2017,thursday,9,12,0,17,Milwaukee,OH,
1525,bibendum.ullamcorper.Duis@dignissim.net,Women Charity,Youth,4/11/2019,tuesday,8,10,0,19,Rochester,PA,
1526,turpis.nec.mauris@dolorNullasemper.ca,Health Social Media Fundraising,Animals,1/22/2018,tuesday,12,13,0,23,Seattle,UT,
1527,feugiat@Maecenasornare.org,LGBT Guest Speaker,Arts and Crafts,4/9/2018,tuesday,15,17,0,3,Nashville,MA,
1528,mauris.id@consectetuercursus.com,Technology Walk,Homeless,3/1/2017,sunday,16,17,0,18,Hartford,NE,
1529,enim@felispurus.co.uk,Education Social Media Fundraising,Politics,1/8/2018,wednesday,10,12,0,11,Columbia,PA,
1530,sed@duiquis.com,Youth Charity Auction,Youth,4/24/2018,saturday,16,19,0,12,Reading,MO,
1531,nec@tristique.co.uk,Sports Charity Auction,Health,2/27/2018,sunday,15,16,0,22,Augusta,PA,
1532,bibendum.ullamcorper.Duis@lobortisquam.net,Hunger Social Media Fundraising,Disaster Relief,2/19/2019,thursday,10,11,0,25,Little Rock,OR,
1533,et.magna.Praesent@Nam.net,Arts and Crafts Drive,Disaster Relief,9/10/2017,friday,17,20,0,9,Lowell,MI,
1534,faucibus.Morbi@metusAeneansed.net,Homeless Charity Auction,Human Rights,9/14/2017,sunday,15,16,0,21,Cedar Rapids,OH,
1535,Mauris.molestie.pharetra@lectusquismassa.com,Homeless Walk,Hunger,2/14/2019,friday,11,12,0,24,Green Bay,ME,
1536,in@senectus.co.uk,Animals Guest Speaker,Youth,2/25/2017,monday,12,15,0,23,Overland Park,KS,
1537,libero.at.auctor@ligulaeu.org,Technology Charity,Health,11/9/2017,thursday,9,11,0,18,Norfolk,CA,
1538,nibh.Aliquam.ornare@dignissimMaecenasornare.net,Faith-based Drive,International,6/25/2018,thursday,9,11,0,22,Hilo,MS,
1539,nunc@lectusantedictum.edu,International Walk,Animals,12/9/2018,thursday,10,13,0,13,Louisville,VA,
1540,nonummy@Morbi.com,Faith-based Charity,Human Rights,10/8/2017,monday,16,17,0,8,Wilmington,GA,
1541,in@pedeblanditcongue.net,Disaster Relief Charity Auction,Homeless,4/19/2017,monday,10,12,0,21,Boise,PA,
1542,Proin.mi@aliquamarcu.net,Youth Drive,Faith-based,1/26/2017,wednesday,17,20,0,21,Gresham,VA,
1543,cursus.vestibulum.Mauris@maurisipsumporta.edu,Politics Walk,Homeless,1/7/2019,thursday,16,18,0,11,Pittsburgh,MA,
1544,sodales.nisi.magna@diam.com,Youth Foundation,Animals,10/26/2018,wednesday,7,8,0,19,Rock Springs,KS,
1545,Sed@Aliquam.net,Environment Charity Auction,Youth,1/17/2018,saturday,10,13,0,4,Sioux City,NV,
1546,odio@erosnec.edu,Seniors Social Media Fundraising,Animals,2/16/2019,friday,9,12,0,25,Billings,WA,
1547,erat.semper@dignissim.com,Youth Walk,Women,3/30/2017,thursday,13,16,0,22,Paradise,HI,
1548,eu.neque@semmolestie.co.uk,Disaster Relief Walk,Human Rights,8/19/2018,sunday,11,13,0,20,Philadelphia,NE,
1549,molestie.sodales.Mauris@Curabiturvel.org,LGBT Drive,Health,5/26/2018,tuesday,11,14,0,10,Minneapolis,AK,
1550,pharetra@orci.co.uk,Politics Walk,Youth,12/16/2017,wednesday,16,18,0,20,San Jose,UT,
1551,tellus@Aenean.co.uk,Technology Charity,Human Rights,2/1/2018,saturday,17,18,0,20,Shreveport,OK,
1552,ridiculus.mus@cursusaenim.edu,Environment Charity,Seniors,2/21/2019,friday,10,11,0,6,Dover,FL,
1553,amet.risus@lacus.edu,Faith-based Guest Speaker,Disaster Relief,4/3/2017,thursday,11,13,0,9,Nashville,CO,
1554,at.augue@turpisnonenim.com,Politics Charity Auction,Environment,5/6/2017,tuesday,7,8,0,12,Denver,AZ,
1555,ultricies@turpis.co.uk,Environment Charity Auction,LGBT,2/26/2019,saturday,16,19,0,7,Honolulu,IA,
1556,semper@Praesent.co.uk,Faith-based Social Media Fundraising,Technology,12/17/2018,sunday,13,14,0,11,Kailua,LA,
1557,egestas@Phasellusat.com,International Social Media Fundraising,International,8/16/2018,sunday,8,11,0,22,Paradise,FL,
1558,ac.nulla@Intincidunt.com,International Foundation,Politics,3/10/2018,thursday,7,8,0,7,Cincinnati,IL,
1559,aliquet.molestie@consequatenimdiam.org,Education Foundation,Health,6/1/2017,wednesday,12,15,0,19,Portland,OK,
1560,laoreet@tinciduntcongueturpis.com,Politics Foundation,Politics,4/14/2018,sunday,14,16,0,6,Lawton,ME,
1561,Sed.auctor@Morbinonsapien.net,Technology Guest Speaker,Technology,1/22/2017,thursday,7,8,0,7,Toledo,ME,
1562,lacus@idmagnaet.org,Animals Drive,International,3/5/2018,tuesday,12,14,0,21,Tucson,IA,
1563,quis.diam.Pellentesque@anteVivamusnon.com,Education Drive,Women,5/7/2018,tuesday,10,11,0,4,Shreveport,WY,
1564,nec.ante@purus.net,Arts and Crafts Social Media Fundraising,Women,5/28/2018,wednesday,9,12,0,19,Tacoma,CA,
1565,Curae@aenim.ca,Hunger Social Media Fundraising,Sports,8/23/2017,friday,10,13,0,20,Portland,NV,
1566,est.vitae.sodales@sapienNuncpulvinar.org,Animals Walk,Environment,7/20/2017,sunday,16,18,0,12,Laramie,MA,
1567,lorem.eu@massaVestibulum.co.uk,Youth Charity,Education,9/16/2018,monday,15,17,0,11,Billings,TX,
1568,ac.arcu.Nunc@semPellentesque.ca,Hunger Social Media Fundraising,Seniors,1/9/2018,tuesday,17,19,0,19,Naperville,FL,
1569,scelerisque.scelerisque.dui@natoquepenatibus.ca,Homeless Foundation,Youth,4/10/2017,tuesday,8,9,0,16,Casper,IA,
1570,lacus.vestibulum.lorem@velitQuisquevarius.org,LGBT Drive,International,12/27/2017,thursday,17,20,0,15,Fayetteville,KS,
1571,tristique.neque.venenatis@a.edu,LGBT Drive,Politics,1/12/2017,wednesday,8,10,0,19,Richmond,AR,
1572,molestie@eleifend.org,Politics Foundation,International,4/21/2018,friday,14,15,0,21,Idaho Falls,NE,
1573,libero.mauris@dictumsapienAenean.co.uk,Environment Charity Auction,Faith-based,6/3/2018,tuesday,17,20,0,24,Casper,VT,
1574,sem.consequat@interdumenimnon.edu,Youth Charity,Human Rights,2/27/2019,friday,13,15,0,18,Athens,CT,
1575,aliquet@enim.co.uk,Faith-based Foundation,Youth,7/17/2018,saturday,11,13,0,22,South Burlington,MA,
1576,non.magna@egestasblanditNam.ca,Animals Drive,International,6/14/2018,tuesday,11,14,0,25,Detroit,MS,
1577,pede.Nunc.sed@nequesedsem.ca,Hunger Foundation,Education,5/17/2017,saturday,15,18,0,5,Rockford,KY,
1578,non.enim@ametanteVivamus.net,Politics Foundation,Technology,1/28/2017,saturday,14,17,0,6,Sioux City,GA,
1579,facilisis.vitae@ultriciesadipiscingenim.ca,Women Guest Speaker,Arts and Crafts,8/28/2018,monday,11,12,0,4,Shreveport,FL,
1580,vulputate@iaculisenimsit.com,Animals Guest Speaker,Women,12/11/2017,sunday,8,9,0,23,Rock Springs,ID,
1581,mauris@eratEtiam.edu,Homeless Walk,Technology,5/6/2017,friday,13,16,0,13,West Valley City,CA,
1582,sit.amet@condimentum.ca,Hunger Walk,Arts and Crafts,9/27/2018,saturday,16,19,0,2,San Diego,AZ,
1583,porttitor@enimcondimentumeget.co.uk,International Charity,Technology,4/30/2018,friday,9,10,0,7,Columbia,KY,
1584,Duis.risus.odio@nequevenenatis.edu,Arts and Crafts Foundation,Disaster Relief,12/3/2018,wednesday,15,18,0,2,Chesapeake,OH,
1585,laoreet.posuere.enim@acorciUt.net,Technology Guest Speaker,Arts and Crafts,12/16/2017,tuesday,12,14,0,22,Pittsburgh,AL,
1586,facilisis.magna.tellus@acnullaIn.co.uk,Faith-based Guest Speaker,Environment,12/19/2018,monday,7,10,0,5,Lexington,MN,
1587,magna.nec@perconubianostra.net,Technology Social Media Fundraising,Sports,2/7/2019,friday,12,14,0,17,Vancouver,CA,
1588,rutrum.justo@feugiatSed.ca,LGBT Drive,Arts and Crafts,9/28/2017,wednesday,17,20,0,15,Denver,FL,
1589,sit.amet.dapibus@tacitisociosquad.co.uk,Politics Walk,Human Rights,3/11/2017,monday,16,18,0,17,Allentown,CT,
1590,aliquet.lobortis@a.ca,Seniors Guest Speaker,Women,7/11/2018,saturday,9,12,0,11,Philadelphia,VT,
1591,sodales.elit.erat@egettincidunt.net,Sports Foundation,Seniors,1/25/2018,friday,12,13,0,19,Wichita,NV,
1592,augue.id@velsapienimperdiet.org,International Social Media Fundraising,International,12/20/2018,wednesday,12,13,0,19,Juneau,PA,
1593,sociosqu@eu.edu,Animals Charity,Animals,2/7/2017,sunday,13,14,0,2,Metairie,MN,
1594,consectetuer.adipiscing@mattis.net,Health Drive,Youth,12/5/2018,sunday,12,14,0,13,Orlando,AL,
1595,luctus@nullaante.org,Politics Social Media Fundraising,Environment,1/6/2019,saturday,17,19,0,2,Tucson,AL,
1596,bibendum.Donec@consectetuer.co.uk,Sports Drive,Hunger,4/10/2019,sunday,8,11,0,20,Bellevue,IN,
1597,sapien.gravida@NullamnislMaecenas.com,Homeless Social Media Fundraising,Technology,4/21/2018,sunday,10,13,0,17,Rockville,TX,
1598,aptent@erosNam.org,Animals Walk,Technology,2/7/2018,wednesday,7,8,0,11,Shreveport,PA,
1599,felis@inceptoshymenaeosMauris.co.uk,Education Charity,Hunger,10/26/2017,wednesday,8,11,0,5,Casper,TX,
1600,tempus.mauris.erat@Loremipsumdolor.net,Animals Charity Auction,Seniors,4/3/2019,saturday,17,20,0,12,Dover,AK,
1601,dolor.Quisque.tincidunt@Nullamut.ca,Women Guest Speaker,Human Rights,3/3/2019,sunday,14,16,0,3,Bangor,NV,
1602,Pellentesque.habitant@liberomaurisaliquam.co.uk,Arts and Crafts Drive,International,8/22/2018,monday,12,14,0,11,Oklahoma City,WY,
1603,Sed@Aliquam.net,Politics Walk,International,3/13/2017,wednesday,10,13,0,18,Aurora,AK,
1604,ultrices.posuere.cubilia@adipiscing.co.uk,Health Drive,Youth,11/18/2017,thursday,16,17,0,25,Cincinnati,AR,
1605,In@commodotincidunt.co.uk,Human Rights Charity,LGBT,9/30/2017,saturday,7,9,0,2,Essex,OH,
1606,Vivamus.nisi@netuset.net,Animals Walk,Human Rights,5/26/2017,wednesday,12,15,0,2,Salt Lake City,MS,
1607,sit@nonummyut.net,Seniors Social Media Fundraising,Seniors,9/26/2017,wednesday,8,10,0,18,Bear,KY,
1608,erat@consectetuer.edu,Animals Guest Speaker,International,4/7/2017,monday,15,16,0,9,Portland,LA,
1609,quis@Nam.org,Technology Guest Speaker,Homeless,7/27/2018,friday,9,10,0,24,Rochester,ME,
1610,quis@Pellentesque.edu,Health Social Media Fundraising,Arts and Crafts,2/1/2017,saturday,9,10,0,16,Sacramento,MO,
1611,lorem.eu@malesuadaut.org,Women Guest Speaker,Education,10/5/2018,monday,17,18,0,11,Lafayette,GA,
1612,neque@porttitor.edu,Politics Foundation,Animals,11/7/2017,friday,12,13,0,23,Laramie,WY,
1613,commodo.tincidunt.nibh@nequeNullamnisl.ca,Animals Charity,Technology,1/27/2017,sunday,15,17,0,12,Lowell,MT,
1614,ante.dictum@luctusaliquet.co.uk,Youth Guest Speaker,Environment,3/12/2017,tuesday,7,8,0,25,Fort Worth,MS,
1615,adipiscing.fringilla.porttitor@diam.ca,Youth Social Media Fundraising,Animals,12/12/2017,wednesday,10,12,0,20,Portland,ME,
1616,metus@dolor.edu,Faith-based Foundation,Seniors,5/6/2018,thursday,11,14,0,23,Springfield,TX,
1617,molestie.Sed.id@ac.com,Animals Drive,Homeless,2/8/2018,wednesday,10,12,0,16,Allentown,WY,
1618,iaculis.aliquet@liberoProinsed.edu,Youth Charity Auction,Technology,10/1/2017,friday,10,13,0,6,Montpelier,DE,
1619,eu.eleifend.nec@Quisque.org,Health Social Media Fundraising,Politics,2/7/2017,wednesday,9,12,0,3,Columbus,OK,
1620,ultrices.a.auctor@volutpatornarefacilisis.org,Sports Drive,Environment,1/26/2017,friday,11,14,0,15,Orlando,IN,
1621,justo.sit.amet@eu.com,Hunger Foundation,Faith-based,1/8/2018,tuesday,8,10,0,7,Warren,MI,
1622,mattis.semper@aliquetodio.co.uk,Arts and Crafts Charity,Technology,11/12/2017,saturday,16,18,0,11,Green Bay,MA,
1623,Proin.velit.Sed@Nulla.org,Technology Charity Auction,Women,12/29/2018,monday,7,8,0,2,Cheyenne,DE,
1624,quam@ipsumSuspendisse.co.uk,Arts and Crafts Charity,Sports,9/15/2017,tuesday,13,14,0,13,Colorado Springs,UT,
1625,a.nunc@nequeSedeget.org,Youth Social Media Fundraising,Education,12/28/2018,thursday,14,17,0,10,Bridgeport,WY,
1626,enim.nec@in.edu,Hunger Foundation,Hunger,3/4/2018,saturday,16,17,0,8,Hattiesburg,MI,
1627,scelerisque.dui.Suspendisse@lectusNullam.com,Animals Walk,Education,1/13/2017,wednesday,16,17,0,24,San Diego,UT,
1628,nec@quam.com,Education Foundation,International,8/30/2017,thursday,11,14,0,2,Georgia,PA,
1629,ultrices.mauris.ipsum@semper.net,Animals Walk,Technology,7/2/2018,wednesday,7,9,0,8,Sacramento,AK,
1630,semper.et@Inatpede.net,Environment Social Media Fundraising,Hunger,4/22/2017,sunday,8,9,0,7,Spokane,NE,
1631,posuere.cubilia@faucibusidlibero.ca,Youth Charity,Arts and Crafts,7/14/2018,friday,8,9,0,11,Henderson,WY,
1632,cursus.et@aultriciesadipiscing.edu,Environment Walk,Youth,8/27/2017,monday,10,11,0,13,Glendale,MN,
1633,sit@eueratsemper.ca,Human Rights Charity,Environment,12/24/2017,monday,9,10,0,3,Green Bay,ME,
1634,mauris@adipiscingMauris.org,International Charity Auction,Sports,9/1/2018,wednesday,16,18,0,16,Pittsburgh,MO,
1635,mollis@odioauctor.org,Homeless Charity,Arts and Crafts,4/4/2017,friday,17,18,0,13,Cheyenne,TN,
1636,parturient.montes@sapienCrasdolor.com,Faith-based Charity,Disaster Relief,6/27/2018,tuesday,9,12,0,4,Glendale,ME,
1637,faucibus.orci.luctus@facilisi.ca,Disaster Relief Drive,Human Rights,7/26/2017,saturday,14,15,0,11,Provo,UT,
1638,ante.lectus.convallis@nequeseddictum.com,Education Guest Speaker,Disaster Relief,2/24/2017,sunday,17,19,0,13,Stamford,FL,
1639,ut@sitamet.edu,International Walk,Politics,8/4/2018,monday,12,15,0,23,Newark,MN,
1640,nec.orci@lectusCum.org,Animals Social Media Fundraising,Sports,4/15/2017,tuesday,14,17,0,17,West Valley City,CA,
1641,amet@Aliquamadipiscinglobortis.org,Politics Charity Auction,Politics,2/12/2017,tuesday,17,19,0,23,Dover,OK,
1642,Vivamus.non.lorem@lacusEtiam.edu,Technology Charity,Seniors,11/25/2018,sunday,8,10,0,16,Broken Arrow,MO,
1643,pede.Nunc.sed@doloregestas.edu,Human Rights Charity,Homeless,3/17/2019,friday,7,8,0,2,Allentown,AR,
1644,et.magnis.dis@Curabitur.com,Politics Walk,International,8/8/2017,friday,15,18,0,7,Boise,OR,
1645,per.conubia@elitAliquamauctor.net,Seniors Foundation,Human Rights,9/12/2017,wednesday,7,9,0,12,Racine,KS,
1646,dolor@vel.edu,Health Charity Auction,Women,8/28/2017,tuesday,17,20,0,15,Hartford,OH,
1647,consequat.enim@Nam.edu,Women Foundation,Youth,3/8/2019,friday,17,18,0,20,Cleveland,GA,
1648,purus.Nullam.scelerisque@Pellentesquehabitant.com,LGBT Guest Speaker,Disaster Relief,4/25/2017,saturday,10,12,0,12,Erie,WA,
1649,arcu.imperdiet@ascelerisque.ca,Faith-based Social Media Fundraising,Seniors,7/23/2017,thursday,12,14,0,3,South Burlington,TX,
1650,ut.aliquam.iaculis@dolordolortempus.ca,Health Charity Auction,Homeless,8/5/2018,sunday,8,11,0,10,Waterbury,CO,
1651,Aliquam.adipiscing.lobortis@velarcueu.net,Seniors Foundation,Health,7/10/2018,thursday,10,11,0,23,Broken Arrow,TX,
1652,non.magna@egestasblanditNam.ca,Sports Foundation,Environment,12/5/2017,wednesday,10,13,0,20,Laramie,ME,
1653,mi.felis.adipiscing@eget.ca,Women Charity Auction,International,8/13/2018,sunday,14,17,0,3,Duluth,CA,
1654,aliquet@velarcu.org,Human Rights Social Media Fundraising,Arts and Crafts,4/13/2018,tuesday,9,10,0,15,San Antonio,LA,
1655,consectetuer@dolor.co.uk,Education Drive,Technology,3/17/2017,thursday,16,17,0,4,Rock Springs,VT,
1656,pede.et.risus@ipsumporta.com,Animals Walk,Youth,6/2/2018,sunday,15,18,0,4,Newark,GA,
1657,Nulla.tempor.augue@porttitoreros.co.uk,Women Foundation,Environment,7/22/2018,sunday,16,18,0,15,Saint Paul,KS,
1658,eu.augue.porttitor@non.ca,Seniors Guest Speaker,Politics,10/8/2017,tuesday,7,10,0,24,Lawton,TX,
1659,eleifend@anteipsumprimis.net,Hunger Drive,Seniors,3/11/2018,tuesday,12,15,0,9,Laramie,GA,
1660,Pellentesque.habitant@eteros.co.uk,Women Guest Speaker,Homeless,11/10/2018,sunday,17,19,0,15,Idaho Falls,OR,
1661,mauris@lorem.net,Health Charity,Health,11/13/2018,friday,16,17,0,21,Omaha,IA,
1662,cursus.et@sodalespurusin.edu,Homeless Guest Speaker,Arts and Crafts,2/15/2018,friday,14,16,0,24,Wichita,AZ,
1663,et@sem.org,Arts and Crafts Social Media Fundraising,Human Rights,3/6/2018,sunday,7,9,0,25,Great Falls,MA,
1664,Mauris@Quisque.co.uk,Technology Drive,Women,1/15/2017,friday,8,9,0,14,Laramie,WI,
1665,sit.amet@acsem.co.uk,Hunger Guest Speaker,Faith-based,10/26/2017,tuesday,12,14,0,12,Atlanta,IA,
1666,turpis@Quisqueac.co.uk,Homeless Charity Auction,Faith-based,3/9/2017,sunday,12,13,0,24,Kapolei,TN,
1667,id@Donecegestas.net,Youth Charity Auction,Technology,12/27/2017,tuesday,9,10,0,23,Augusta,VT,
1668,Vivamus.rhoncus@felisullamcorper.ca,LGBT Charity Auction,Health,2/21/2019,wednesday,14,15,0,19,Duluth,LA,
1669,varius@dictum.org,Seniors Social Media Fundraising,Education,10/10/2017,thursday,15,17,0,15,Kapolei,PA,
1670,sed@Cumsociisnatoque.net,Education Charity,Women,12/2/2017,wednesday,12,13,0,20,Southaven,AL,
1671,semper@ametconsectetuer.org,Disaster Relief Charity Auction,Sports,12/5/2017,thursday,17,18,0,25,Provo,PA,
1672,dolor.Fusce.mi@lacusUtnec.ca,Disaster Relief Drive,Disaster Relief,12/21/2018,monday,12,15,0,3,Augusta,MO,
1673,euismod.urna.Nullam@montesnasceturridiculus.net,Homeless Social Media Fundraising,Seniors,8/11/2017,wednesday,11,12,0,3,Huntsville,CT,
1674,risus.Donec@Nullam.org,Hunger Charity,International,5/19/2017,friday,7,8,0,10,Lewiston,OR,
1675,dui@eget.co.uk,Disaster Relief Foundation,Women,1/30/2018,tuesday,10,13,0,5,Iowa City,TN,
1676,nec.quam@Aeneanmassa.com,Women Guest Speaker,Human Rights,5/2/2018,tuesday,9,11,0,22,Salem,AK,
1677,amet@aliquamenimnec.com,LGBT Drive,LGBT,3/10/2019,monday,7,8,0,21,Olathe,OK,
1678,non.feugiat.nec@scelerisque.ca,Technology Drive,Human Rights,4/14/2017,thursday,16,17,0,3,Nashville,MS,
1679,malesuada@orci.com,Seniors Charity,Women,5/4/2017,wednesday,12,15,0,21,Atlanta,VT,
1680,Fusce.feugiat@Phaselluslibero.net,Sports Charity,Health,7/15/2017,friday,7,10,0,20,Saint Louis,IA,
1681,tempus.mauris@eu.com,LGBT Walk,Youth,11/21/2018,monday,8,9,0,23,Missoula,WY,
1682,iaculis@accumsanconvallis.net,Technology Charity,Homeless,9/22/2018,wednesday,9,12,0,24,Allentown,AR,
1683,ac@aaliquet.com,Women Foundation,LGBT,9/23/2018,friday,17,18,0,10,Columbia,KY,
1684,Nullam.lobortis@Sedmalesuadaaugue.edu,Politics Social Media Fundraising,Homeless,11/4/2017,saturday,15,17,0,14,Lawton,LA,
1685,risus.quis.diam@lacusAliquamrutrum.com,Environment Charity Auction,Health,7/8/2018,tuesday,9,12,0,8,Houston,AZ,
